epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,324.806,2.45526,7.23218,1.3224,0.01751,1,0.36483,0.22073,1.70441,2.88522,0.95999,0.00011669,0.00011669,0.00011669
